incident_id,speed_kmh,vehicle_age_years,vehicle_value_inr,occupants,airbag_deployed,collision_type,road_condition,weather,vehicle_type,insurance_type,seatbelt_worn,previous_accidents,driver_age,tyre_condition,collision_enc,road_enc,weather_enc,vehicle_type_enc,tyre_enc,damage_severity,parts_damaged,repair_cost_inr
559,58,13,2260584,5,1,Head-on,Wet,Clear,Sedan,Third-party,1,3,48,Good,1.8,1.3,1.0,1.0,1.0,Moderate,"Bumper, Hood, Headlights/Taillights, Radiator",809800
69,28,11,1582789,4,0,Rear-end,Dry,Rain,Truck,Comprehensive,1,4,25,Worn,1.0,1.0,1.25,1.5,1.15,Minor,"Bumper, Door Panel",445400
623,30,11,629638,1,1,Side,Wet,Clear,Hatchback,None,1,3,21,Good,1.3,1.3,1.0,0.85,1.0,Moderate,"Bumper, Door Panel",215500
285,119,17,1367609,4,1,Side,Wet,Fog,Sedan,Comprehensive,1,1,36,Good,1.3,1.3,1.15,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",916000
845,41,12,2827004,2,1,Pole,Wet,Clear,Two-wheeler,Comprehensive,1,1,23,Worn,1.5,1.3,1.0,0.6,1.15,Moderate,"Bumper, Hood, Headlights/Taillights",475100
435,113,7,2463859,4,1,Side,Gravel,Clear,Sedan,Comprehensive,1,0,66,Good,1.3,1.2,1.0,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",768500
154,117,19,2259925,3,1,Side,Wet,Rain,SUV,Third-party,1,3,48,Worn,1.3,1.3,1.25,1.3,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1660700
76,75,15,960902,2,1,Rear-end,Dry,Clear,Hatchback,Third-party,0,3,41,Bald,1.0,1.0,1.0,0.85,1.35,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",337400
731,7,7,2220444,5,0,Rear-end,Gravel,Rain,Hatchback,Third-party,1,2,38,Worn,1.0,1.2,1.25,0.85,1.15,Minor,Minor scratches,328700
447,33,1,2163236,3,0,Rear-end,Dry,Rain,Truck,None,1,2,58,Worn,1.0,1.0,1.25,1.5,1.15,Moderate,"Bumper, Door Panel",446400
189,94,20,1918702,3,1,Side,Dry,Rain,Two-wheeler,Comprehensive,1,3,34,Good,1.3,1.0,1.25,0.6,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",402400
272,47,9,1443657,4,1,Rear-end,Dry,Snow,Two-wheeler,Third-party,0,3,67,Good,1.0,1.0,1.4,0.6,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",196300
237,115,14,2966078,1,1,Rear-end,Wet,Fog,Two-wheeler,Comprehensive,1,2,22,Good,1.0,1.3,1.15,0.6,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",509700
488,121,12,1397353,2,1,Side,Dry,Clear,SUV,Comprehensive,1,3,26,Good,1.3,1.0,1.0,1.3,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",797700
118,90,1,520169,4,1,Head-on,Icy,Clear,Sedan,Comprehensive,1,1,26,Good,1.8,1.8,1.0,1.0,1.0,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",741600
944,50,1,1082877,5,1,Head-on,Wet,Fog,SUV,Comprehensive,1,4,48,Good,1.8,1.3,1.15,1.3,1.0,Moderate,"Bumper, Hood, Headlights/Taillights",688000
513,60,20,575709,3,1,Side,Gravel,Snow,Truck,Comprehensive,1,2,20,Good,1.3,1.2,1.4,1.5,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",731800
826,73,17,2531984,3,1,Rear-end,Icy,Snow,Hatchback,Comprehensive,1,0,26,Good,1.0,1.8,1.4,0.85,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",852900
592,47,19,2085559,1,1,Side,Dry,Rain,Sedan,Comprehensive,0,2,37,Worn,1.3,1.0,1.25,1.0,1.15,Moderate,"Bumper, Door Panel, Headlights/Taillights",612800
127,48,3,2818970,5,1,Head-on,Dry,Snow,Sedan,Comprehensive,0,0,20,Good,1.8,1.0,1.4,1.0,1.0,Moderate,"Bumper, Hood, Headlights/Taillights",859000
117,75,12,604224,5,1,Head-on,Icy,Clear,SUV,Third-party,1,0,23,Worn,1.8,1.8,1.0,1.3,1.15,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",1101700
474,60,10,1737188,5,1,Head-on,Dry,Rain,Two-wheeler,Third-party,1,0,27,Good,1.8,1.0,1.25,0.6,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator",382900
694,98,5,2985747,3,1,Side,Wet,Clear,Two-wheeler,Comprehensive,1,1,69,Good,1.3,1.3,1.0,0.6,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",476600
58,8,2,588859,3,0,Rear-end,Gravel,Rain,SUV,Third-party,1,1,58,Worn,1.0,1.2,1.25,1.3,1.15,Minor,Minor scratches,111400
864,67,12,2646920,3,1,Rollover,Gravel,Rain,Sedan,Third-party,1,3,52,Good,2.2,1.2,1.25,1.0,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",1242400
913,133,11,1826318,5,1,Rear-end,Icy,Clear,Two-wheeler,Comprehensive,1,4,44,Good,1.0,1.8,1.0,0.6,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",604700
370,132,1,1826322,5,1,Side,Dry,Clear,Hatchback,Third-party,1,1,63,Good,1.3,1.0,1.0,0.85,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",550500
269,134,10,2641991,5,1,Rear-end,Dry,Rain,Sedan,Comprehensive,1,3,34,Good,1.0,1.0,1.25,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",795000
47,115,20,727387,5,1,Rollover,Gravel,Rain,Sedan,Third-party,1,3,70,Good,2.2,1.2,1.25,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1291300
350,51,1,1801584,3,1,Pole,Dry,Rain,Sedan,Comprehensive,1,3,30,Good,1.5,1.0,1.25,1.0,1.0,Moderate,"Bumper, Hood, Headlights/Taillights",500200
196,41,8,2173722,4,1,Head-on,Dry,Rain,Hatchback,None,1,0,41,Bald,1.8,1.0,1.25,0.85,1.35,Moderate,"Bumper, Hood, Headlights/Taillights",724400
1000,90,2,1800134,5,1,Rear-end,Icy,Clear,Truck,Comprehensive,1,0,70,Good,1.0,1.8,1.0,1.5,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",837200
835,50,16,2684291,4,1,Rollover,Dry,Rain,SUV,Third-party,1,3,70,Good,2.2,1.0,1.25,1.3,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",1243200
737,134,4,612023,3,1,Rear-end,Dry,Fog,Sedan,Third-party,1,3,47,Good,1.0,1.0,1.15,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",508300
264,28,7,2813024,5,0,Rear-end,Wet,Fog,SUV,Comprehensive,1,2,70,Good,1.0,1.3,1.15,1.3,1.0,Minor,"Bumper, Door Panel",499800
444,31,12,1812760,4,0,Rear-end,Dry,Clear,Sedan,Comprehensive,1,3,67,Good,1.0,1.0,1.0,1.0,1.0,Moderate,"Bumper, Door Panel",184900
676,117,1,2140083,4,1,Head-on,Gravel,Clear,Sedan,Third-party,1,2,50,Good,1.8,1.2,1.0,1.0,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1016200
305,112,6,2070485,4,1,Rollover,Wet,Clear,Hatchback,Third-party,1,0,35,Good,2.2,1.3,1.0,0.85,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1138800
342,20,16,2744026,3,0,Rear-end,Dry,Rain,Truck,Third-party,1,4,66,Good,1.0,1.0,1.25,1.5,1.0,Minor,Bumper,520800
967,112,17,1881420,3,1,Rear-end,Wet,Clear,Two-wheeler,Comprehensive,1,1,62,Good,1.0,1.3,1.0,0.6,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",366300
150,134,11,1799698,4,1,Side,Dry,Clear,Hatchback,Comprehensive,1,4,58,Worn,1.3,1.0,1.0,0.85,1.15,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",704400
125,32,14,1048321,1,0,Rollover,Wet,Rain,Sedan,Comprehensive,1,0,51,Worn,2.2,1.3,1.25,1.0,1.15,Moderate,"Bumper, Door Panel",535400
787,67,11,2893659,4,1,Side,Icy,Clear,Truck,Third-party,0,0,66,Good,1.3,1.8,1.0,1.5,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",1327200
51,54,16,1597638,5,1,Rear-end,Dry,Clear,Sedan,Comprehensive,1,0,36,Good,1.0,1.0,1.0,1.0,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",261700
354,104,10,2525198,5,1,Rear-end,Dry,Clear,Truck,Comprehensive,1,3,47,Worn,1.0,1.0,1.0,1.5,1.15,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",825700
928,69,5,915863,2,1,Rear-end,Dry,Clear,Sedan,Comprehensive,1,1,42,Worn,1.0,1.0,1.0,1.0,1.15,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",253200
143,122,6,441214,4,1,Rear-end,Gravel,Clear,SUV,Comprehensive,1,0,66,Good,1.0,1.2,1.0,1.3,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",538700
471,135,19,1557669,3,1,Side,Wet,Fog,Sedan,Third-party,1,1,48,Good,1.3,1.3,1.15,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1059300
400,105,3,2078539,1,1,Rollover,Wet,Clear,Sedan,Third-party,1,4,66,Good,2.2,1.3,1.0,1.0,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1253000
626,60,20,338547,1,1,Side,Dry,Clear,SUV,Third-party,1,4,54,Bald,1.3,1.0,1.0,1.3,1.35,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",451400
321,67,17,786275,3,1,Rear-end,Dry,Clear,Hatchback,Comprehensive,1,3,63,Worn,1.0,1.0,1.0,0.85,1.15,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",246900
20,25,18,1728127,1,0,Head-on,Dry,Rain,Sedan,Third-party,1,4,38,Good,1.8,1.0,1.25,1.0,1.0,Minor,Bumper,474500
810,42,9,1008140,2,1,Rollover,Wet,Clear,Sedan,None,1,3,27,Good,2.2,1.3,1.0,1.0,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",571600
791,43,6,2200341,4,1,Head-on,Dry,Clear,Two-wheeler,Comprehensive,1,1,37,Good,1.8,1.0,1.0,0.6,1.0,Moderate,"Bumper, Hood, Headlights/Taillights",300900
809,122,9,1663501,3,1,Head-on,Wet,Clear,Truck,Third-party,1,4,24,Good,1.8,1.3,1.0,1.5,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1734100
408,27,10,2298671,3,0,Rear-end,Dry,Rain,Sedan,None,0,2,53,Worn,1.0,1.0,1.25,1.0,1.15,Minor,"Bumper, Door Panel",354300
538,27,12,1748763,4,0,Side,Icy,Rain,Hatchback,Comprehensive,1,3,63,Bald,1.3,1.8,1.25,0.85,1.35,Minor,"Bumper, Door Panel",677700
621,49,18,1610875,5,1,Rear-end,Dry,Rain,Hatchback,Comprehensive,1,0,57,Bald,1.0,1.0,1.25,0.85,1.35,Moderate,"Bumper, Door Panel, Headlights/Taillights",393700
39,64,19,2275154,1,1,Rear-end,Gravel,Clear,Sedan,Comprehensive,0,1,52,Good,1.0,1.2,1.0,1.0,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",439000
176,7,4,1617630,3,1,Head-on,Wet,Clear,Hatchback,Third-party,1,1,53,Worn,1.8,1.3,1.0,0.85,1.15,Minor,Minor scratches,419800
246,10,12,1415488,4,1,Rear-end,Wet,Clear,SUV,Comprehensive,1,1,47,Good,1.0,1.3,1.0,1.3,1.0,Minor,Minor scratches,354000
829,108,16,585521,2,1,Side,Dry,Clear,Two-wheeler,Third-party,0,1,31,Good,1.3,1.0,1.0,0.6,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",289700
668,72,0,2451061,3,1,Head-on,Wet,Clear,Hatchback,Third-party,0,1,21,Good,1.8,1.3,1.0,0.85,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",684000
755,39,15,662455,1,0,Head-on,Wet,Clear,Sedan,Comprehensive,1,3,58,Good,1.8,1.3,1.0,1.0,1.0,Moderate,"Bumper, Hood",309300
859,105,18,2195066,3,1,Rollover,Wet,Rain,Hatchback,Comprehensive,1,2,34,Good,2.2,1.3,1.25,0.85,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1440900
155,85,4,1818087,1,1,Side,Icy,Clear,SUV,Third-party,1,1,24,Good,1.3,1.8,1.0,1.3,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",1035800
288,70,13,2948272,4,1,Head-on,Wet,Rain,Truck,Third-party,1,1,40,Good,1.8,1.3,1.25,1.5,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator",1746500
603,100,14,1145474,1,1,Side,Wet,Rain,SUV,None,0,1,41,Worn,1.3,1.3,1.25,1.3,1.15,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1147600
570,102,0,1546713,4,1,Rear-end,Dry,Fog,Two-wheeler,Third-party,1,4,40,Good,1.0,1.0,1.15,0.6,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",259100
744,13,14,2731149,1,0,Rear-end,Wet,Fog,Two-wheeler,Comprehensive,0,1,18,Worn,1.0,1.3,1.15,0.6,1.15,Minor,Bumper,303600
18,42,20,1141531,1,1,Rear-end,Wet,Fog,SUV,Third-party,1,2,66,Good,1.0,1.3,1.15,1.3,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",421800
128,88,12,2027408,5,1,Rear-end,Wet,Clear,Hatchback,Comprehensive,1,2,59,Worn,1.0,1.3,1.0,0.85,1.15,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",461200
323,96,13,1457655,1,1,Head-on,Icy,Rain,Sedan,Comprehensive,1,1,55,Good,1.8,1.8,1.25,1.0,1.0,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1425000
256,71,1,2658638,5,1,Head-on,Wet,Rain,Sedan,Comprehensive,1,4,46,Worn,1.8,1.3,1.25,1.0,1.15,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",1228400
658,123,16,2523650,1,1,Head-on,Dry,Clear,Sedan,Comprehensive,1,4,46,Good,1.8,1.0,1.0,1.0,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1083000
965,103,9,302352,1,1,Head-on,Dry,Clear,Sedan,Comprehensive,1,2,55,Worn,1.8,1.0,1.0,1.0,1.15,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",599900
191,64,12,1800071,1,1,Side,Gravel,Clear,SUV,Comprehensive,1,1,68,Bald,1.3,1.2,1.0,1.3,1.35,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",793000
116,17,11,1352207,2,0,Side,Dry,Rain,Truck,None,0,3,70,Good,1.3,1.0,1.25,1.5,1.0,Minor,Bumper,367100
617,94,20,1537715,2,1,Rollover,Gravel,Clear,Two-wheeler,Comprehensive,1,4,69,Good,2.2,1.2,1.0,0.6,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",604700
607,55,17,2075922,3,1,Rear-end,Gravel,Snow,Hatchback,Third-party,1,4,60,Good,1.0,1.2,1.4,0.85,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",457900
181,43,10,1911935,4,1,Head-on,Dry,Clear,Sedan,Comprehensive,1,3,61,Good,1.8,1.0,1.0,1.0,1.0,Moderate,"Bumper, Hood, Headlights/Taillights",464700
302,12,15,1980403,1,0,Side,Icy,Clear,Truck,Comprehensive,1,3,48,Good,1.3,1.8,1.0,1.5,1.0,Minor,Bumper,718900
760,68,10,2046688,3,1,Side,Dry,Clear,Hatchback,None,1,2,19,Worn,1.3,1.0,1.0,0.85,1.15,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator",426000
713,30,18,1423389,4,1,Head-on,Dry,Fog,Truck,None,1,1,63,Worn,1.8,1.0,1.15,1.5,1.15,Moderate,"Bumper, Hood",765200
724,94,13,1820943,2,1,Side,Gravel,Clear,Two-wheeler,Comprehensive,0,1,62,Good,1.3,1.2,1.0,0.6,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",370000
686,37,12,1689330,4,0,Side,Icy,Rain,SUV,Comprehensive,1,2,70,Worn,1.3,1.8,1.25,1.3,1.15,Moderate,"Bumper, Door Panel",815000
980,26,20,2865618,3,0,Side,Dry,Clear,Sedan,Comprehensive,1,0,27,Good,1.3,1.0,1.0,1.0,1.0,Minor,"Bumper, Door Panel",397500
518,37,19,2415810,2,0,Rear-end,Dry,Clear,Hatchback,Comprehensive,1,2,50,Good,1.0,1.0,1.0,0.85,1.0,Moderate,"Bumper, Door Panel",231500
985,41,17,1407054,1,1,Pole,Dry,Clear,Sedan,Comprehensive,1,4,36,Good,1.5,1.0,1.0,1.0,1.0,Moderate,"Bumper, Hood, Headlights/Taillights",383400
46,96,1,1260612,4,1,Side,Dry,Rain,Hatchback,None,1,1,53,Worn,1.3,1.0,1.25,0.85,1.15,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",487400
910,118,11,2226711,5,1,Pole,Gravel,Clear,SUV,Comprehensive,0,0,44,Bald,1.5,1.2,1.0,1.3,1.35,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1628200
158,134,2,2177541,1,1,Head-on,Dry,Clear,Sedan,Comprehensive,1,1,33,Good,1.8,1.0,1.0,1.0,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1021700
852,55,9,1156626,4,1,Side,Dry,Snow,SUV,Comprehensive,1,1,61,Good,1.3,1.0,1.4,1.3,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",507100
172,101,16,2579203,3,1,Rear-end,Wet,Clear,Hatchback,None,1,4,67,Good,1.0,1.3,1.0,0.85,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",554800
17,92,18,2056124,5,1,Rear-end,Icy,Clear,SUV,Comprehensive,0,3,44,Good,1.0,1.8,1.0,1.3,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1002400
512,14,16,2026199,5,0,Rear-end,Gravel,Clear,Two-wheeler,Comprehensive,1,3,39,Good,1.0,1.2,1.0,0.6,1.0,Minor,Bumper,171300
49,39,8,2233731,1,1,Side,Dry,Clear,Truck,Comprehensive,1,4,20,Good,1.3,1.0,1.0,1.5,1.0,Moderate,"Bumper, Door Panel",591600
972,132,5,426060,4,1,Side,Icy,Clear,Sedan,Comprehensive,0,3,57,Good,1.3,1.8,1.0,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",983800
941,82,0,2780252,5,1,Side,Dry,Rain,Hatchback,Third-party,1,1,42,Worn,1.3,1.0,1.25,0.85,1.15,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",617600
516,9,3,2945088,3,0,Rollover,Dry,Clear,Hatchback,Comprehensive,1,0,64,Worn,2.2,1.0,1.0,0.85,1.15,Minor,Minor scratches,518200
953,33,3,2940240,1,0,Rear-end,Dry,Fog,SUV,Comprehensive,1,3,53,Good,1.0,1.0,1.15,1.3,1.0,Moderate,"Bumper, Door Panel",407600
481,84,9,1164690,2,1,Rollover,Dry,Clear,Two-wheeler,Third-party,0,2,37,Worn,2.2,1.0,1.0,0.6,1.15,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",461200
284,12,6,1981641,2,0,Side,Dry,Snow,SUV,Comprehensive,1,3,25,Good,1.3,1.0,1.4,1.3,1.0,Minor,Bumper,474200
719,23,5,722381,2,0,Rollover,Icy,Clear,Sedan,Comprehensive,1,1,51,Worn,2.2,1.8,1.0,1.0,1.15,Minor,Bumper,327500
878,95,3,1497162,3,1,Head-on,Wet,Clear,Sedan,None,1,1,67,Good,1.8,1.3,1.0,1.0,1.0,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",776100
226,26,8,751157,4,1,Side,Dry,Rain,Sedan,Comprehensive,1,4,65,Good,1.3,1.0,1.25,1.0,1.0,Minor,"Bumper, Door Panel",250000
27,55,6,1915777,4,1,Rear-end,Dry,Rain,Hatchback,Comprehensive,1,1,31,Worn,1.0,1.0,1.25,0.85,1.15,Moderate,"Bumper, Door Panel, Headlights/Taillights",349300
955,6,5,1672236,5,0,Head-on,Gravel,Clear,SUV,Comprehensive,1,4,33,Worn,1.8,1.2,1.0,1.3,1.15,Minor,Minor scratches,563100
438,137,1,1587087,4,1,Head-on,Wet,Clear,Hatchback,Third-party,1,2,70,Good,1.8,1.3,1.0,0.85,1.0,Total Loss,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1014300
952,40,19,2272424,1,0,Head-on,Wet,Clear,Sedan,Third-party,0,0,50,Good,1.8,1.3,1.0,1.0,1.0,Moderate,"Bumper, Hood",594300
365,8,4,543306,1,0,Side,Gravel,Rain,Hatchback,None,1,2,32,Worn,1.3,1.2,1.25,0.85,1.15,Minor,Minor scratches,136200
230,12,9,1180412,5,0,Side,Icy,Rain,Sedan,Comprehensive,1,2,18,Good,1.3,1.8,1.25,1.0,1.0,Minor,Bumper,383400
38,93,2,2622621,2,1,Rear-end,Dry,Clear,SUV,Third-party,1,0,61,Good,1.0,1.0,1.0,1.3,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",529700
966,90,5,433004,1,1,Head-on,Wet,Clear,Hatchback,Comprehensive,1,4,45,Good,1.8,1.3,1.0,0.85,1.0,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",512600
375,16,14,887100,1,0,Rear-end,Wet,Clear,SUV,Third-party,0,2,49,Bald,1.0,1.3,1.0,1.3,1.35,Minor,Bumper,294300
470,5,17,2709965,1,1,Rear-end,Wet,Fog,SUV,Third-party,1,0,35,Good,1.0,1.3,1.15,1.3,1.0,Minor,Minor scratches,590200
968,28,12,1086261,2,0,Pole,Dry,Clear,Hatchback,Third-party,1,3,34,Good,1.5,1.0,1.0,0.85,1.0,Minor,"Bumper, Hood",221900
851,126,2,1819825,3,1,Rear-end,Dry,Snow,Hatchback,Comprehensive,1,0,18,Good,1.0,1.0,1.4,0.85,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",589300
705,83,6,1529787,1,1,Rear-end,Wet,Rain,Two-wheeler,Comprehensive,1,4,45,Good,1.0,1.3,1.25,0.6,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",317600
842,72,9,1672070,5,1,Rear-end,Wet,Clear,SUV,Third-party,1,1,36,Worn,1.0,1.3,1.0,1.3,1.15,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",568000
195,52,1,370119,1,1,Side,Dry,Snow,Truck,Comprehensive,1,4,18,Bald,1.3,1.0,1.4,1.5,1.35,Moderate,"Bumper, Door Panel, Headlights/Taillights",576300
855,45,16,1454424,3,1,Rollover,Wet,Clear,Two-wheeler,None,1,1,38,Good,2.2,1.3,1.0,0.6,1.0,Moderate,"Bumper, Door Panel, Headlights/Taillights",388500
865,59,13,984029,1,1,Side,Dry,Clear,Hatchback,Third-party,1,3,46,Bald,1.3,1.0,1.0,0.85,1.35,Moderate,"Bumper, Door Panel, Headlights/Taillights, Radiator",348600
504,105,2,2922221,2,1,Side,Icy,Snow,SUV,Comprehensive,0,1,64,Bald,1.3,1.8,1.4,1.3,1.35,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",2746500
970,124,9,2771465,2,1,Rear-end,Dry,Snow,Truck,Comprehensive,1,4,49,Good,1.0,1.0,1.4,1.5,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",1267000
831,138,11,1386787,4,1,Rear-end,Dry,Clear,Hatchback,Third-party,1,2,26,Good,1.0,1.0,1.0,0.85,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",449800
580,85,15,819165,5,1,Side,Dry,Fog,Sedan,Comprehensive,1,2,35,Good,1.3,1.0,1.15,1.0,1.0,Severe,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",432500
969,85,2,350098,3,1,Head-on,Wet,Clear,Two-wheeler,Third-party,1,3,18,Good,1.8,1.3,1.0,0.6,1.0,Severe,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame",335400
163,134,17,2289968,2,1,Rear-end,Dry,Clear,Sedan,Third-party,1,4,67,Good,1.0,1.0,1.0,1.0,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",601900
909,117,15,368803,4,1,Side,Dry,Rain,SUV,Third-party,1,1,51,Good,1.3,1.0,1.25,1.3,1.0,Total Loss,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine, Total Loss",745800
153,105,6,929085,2,1,Head-on,Wet,Snow,SUV,Comprehensive,1,2,39,Good,1.8,1.3,1.4,1.3,1.0,Critical,"Bumper, Hood, Headlights/Taillights, Radiator, Airbags, Frame, Engine",1476000
802,90,9,2708630,4,1,Side,Wet,Clear,Two-wheeler,Third-party,1,0,56,Bald,1.3,1.3,1.0,0.6,1.35,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame",567800
994,21,0,2996405,2,0,Rear-end,Dry,Fog,Hatchback,Comprehensive,1,1,67,Good,1.0,1.0,1.15,0.85,1.0,Minor,Bumper,237500
756,5,14,579713,4,0,Rear-end,Wet,Fog,Truck,Comprehensive,0,1,56,Good,1.0,1.3,1.15,1.5,1.0,Minor,Minor scratches,195100
112,100,6,2400343,4,1,Rear-end,Dry,Clear,SUV,Comprehensive,1,1,38,Good,1.0,1.0,1.0,1.3,1.0,Critical,"Bumper, Door Panel, Headlights/Taillights, Radiator, Airbags, Frame, Engine",566600
